SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,INE626A01014
SBC,SBC Exports Limited,EQ,23-NOV-2021,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,INE386D01027
SBFC,SBFC Finance Limited,EQ,16-AUG-2023,INE423Y01016
SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,INE018E01016
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,INE123W01016
SBIN,State Bank of India,EQ,01-MAR-1995,INE062A01020
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,INE513A01022
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,INE807K01035
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,INE839M01018
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,INE109A01011
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,INE0PB301013
SCODATUBES,Scoda Tubes Limited,EQ,04-JUN-2025,INE090501011
SCPL,Sheetal Cool Products Limited,BE,22-NOV-2022,INE501Y01019
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,INE480C01038
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,INE497B01018
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BE,29-JAN-2014,INE650K01021
SEJALLTD,Sejal Glass Limited,EQ,13-DEC-2021,INE955I01044
SELMC,SEL Manufacturing Company Limited,BE,26-OCT-2021,INE105I01020
SEMAC,Semac Construction Limited,EQ,11-AUG-2005,INE617A01013
SENCO,Senco Gold Limited,EQ,14-JUL-2023,INE602W01027
SENORES,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,INE0RB801010
SEPC,SEPC Limited,EQ,20-FEB-2008,INE964H01014
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-SEP-2021,INE782X01033
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,INE630A01024
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,INE878E01021
SETL,Standard Engineering Technology Limited,EQ,13-JAN-2025,INE0M4D01010
SETUINFRA,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,INE023M01027
SEYAIND,Seya Industries Limited,BE,11-JUL-2019,INE573R01012
SFL,Sheela Foam Limited,EQ,09-DEC-2016,INE916U01025
SGFIN,SG Finserve Limited,EQ,05-AUG-2025,INE618R01015
SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,INE00QT01015
SGL,STL Global Limited,EQ,10-APR-2006,INE353H01010
SGMART,SG Mart Limited,EQ,12-SEP-2025,INE385F01024
SHADOWFAX,Shadowfax Technologies Limited,EQ,28-JAN-2026,INE12UN01015
SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,INE482J01021
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,INE640C01011
SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,INE151G01028
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,INE908D01010
SHALBY,Shalby Limited,EQ,15-DEC-2017,INE597J01018
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,INE849C01026
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,INE274V01019
SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,INE631A01022
SHANTIGOLD,Shanti Gold International Limited,EQ,01-AUG-2025,INE06ZD01017
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,INE597I01028
SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,INE932X01026
SHEKHAWATI,Shekhawati Industries Limited,EQ,12-JAN-2011,INE268L01046
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,INE363M01019
SHILCTECH,Shilchar Technologies Limited,EQ,24-NOV-2025,INE024F01011
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,INE790G01031
SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,INE788J01021
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,INE637H01024
SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,INE705C01020
SHIVAUM,Shiv Aum Steels Limited,EQ,14-NOV-2025,INE719F01016
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,INE498B01024
SHRADHA,Shradha Infraprojects Limited,EQ,22-OCT-2020,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,INE070A01015
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-AUG-2025,INE1B6101010
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,INE879A01019
SHRENIK,Shrenik Limited,BZ,02-AUG-2019,INE632X01030
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,INE231C01019
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-SEP-2025,INE1B3L01017
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,INE217L01019
SHYAMCENT,Shyam Century Ferrous Limited,BE,28-JUL-2015,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,INE810G01011
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,INE635A01023
SICALLOG,Sical Logistics Limited,BE,12-OCT-2023,INE075B01020
SIEMENS,Siemens Limited,EQ,06-SEP-1995,INE003A01024
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,INE0D0K01022
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,INE529F01035
SIGMA,Sigma Solve Limited,EQ,09-JUN-2023,INE0A0S01028
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ,19-JUL-2007,INE933B01012
SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,INE903U01023
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,INE0KGZ01021
SIKKO,Sikko Industries Limited,EQ,22-OCT-2021,INE112X01025
SIL,Standard Industries Limited,EQ,27-JAN-2004,INE173A01025
SILGO,Silgo Retail Limited,EQ,03-MAR-2021,INE01II01013
SILINV,SIL Investments Limited,EQ,22-MAY-1996,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,BE,08-JUL-2020,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,INE625X01018
SIMBHALS,Simbhaoli Sugars Limited,BZ,14-MAR-2016,INE748T01016
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,INE059B01024
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,INE325D01025
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,INE129Z01016
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,INE792Z01011
SIS,SIS LIMITED,EQ,10-AUG-2017,INE285J01028
SITINET,Siti Networks Limited,BZ,10-JAN-2007,INE965H01011
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,INE076B01028
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,INE284S01014
SJVN,SJVN Limited,EQ,20-MAY-2010,INE002L01015
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,INE640A01023
SKFINDUS,SKF India (Industrial) Limited,EQ,05-DEC-2025,INE2J8701016
SKIPPER,Skipper Limited,EQ,27-MAY-2015,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,INE411D01023
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,INE01IU01018
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,INE178C01020
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,INE103C01036
SMLMAH,SML Mahindra Limited,EQ,29-AUG-2003,INE294B01019
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,INE017W01010
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,INE812G01025
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,INE734N01019
SOBHA,Sobha Limited,EQ,20-DEC-2006,INE671H01015
SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,INE624Z01016
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,INE343H01029
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-SEP-2025,INE0TY101024
SOLEX,Solex Energy Limited,EQ,08-OCT-2025,INE880Y01017
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,BE,14-AUG-1996,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,INE073K01018
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,INE00LM01029
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,INE269A01021
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,INE035D01020
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,BE,18-APR-2019,INE980Y01015
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,INE212I01016
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,INE232I01014
SPCENET,Spacenet Enterprises India Limited,EQ,10-JAN-2017,INE970N01027
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,INE247M01014
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,INE01EO01010
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,INE147A01011
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,INE978G01016
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,INE663A01033
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,INE937A01023
SPORTKING,Sportking India Limited,EQ,24-AUG-2022,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,INE01NE01012
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,INE099F01013
SRF,SRF Limited,EQ,18-AUG-2003,INE647A01010
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,INE559N01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,INE917H01012
SRM,SRM Contractors Limited,EQ,03-APR-2024,INE0R6Z01013
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,INE0PQ101010
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,INE802C01033
STALLION,Stallion India Fluorochemicals Limited,EQ,23-JAN-2025,INE0RYC01010
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,INE01A001028
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,INE939A01011
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,INE575P01011
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,INE733A01018
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,INE655A01013
STEELCAS,Steelcast Limited,EQ,23-NOV-2021,INE124E01038
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,INE503B01021
STEL,Stel Holdings Limited,EQ,09-FEB-2011,INE577L01016
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,INE334A01023
STLNETWORK,STL Networks Limited,EQ,04-SEP-2025,INE1VXE01018
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,INE089C01029
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,INE00IN01015
STUDDS,Studds Accessories Limited,EQ,07-NOV-2025,INE00Q601028
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025,INE04VU01023
STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-SEP-2024,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995,INE189B01011
SUBEXLTD,Subex Limited,EQ,05-NOV-2020,INE754A01055
SUBROS,Subros Limited,EQ,13-JUL-2005,INE287B01021
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,14-JUN-1995,INE492A01029
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,INE659A01023
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-NOV-2025,INE0QPI01025
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,INE450E01029
SULA,Sula Vineyards Limited,EQ,22-DEC-2022,INE142Q01026
SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,INE235C01036
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,INE258G01013
SUMIT,Sumit Woods Limited,EQ,30-JUL-2019,INE748Z01013
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,INE519C01017
SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023,INE0Q3R01026
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,INE660A01013
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,INE073D01013
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,INE387A01021
SUNDROP,Sundrop Brands Limited,EQ,06-DEC-2002,INE209A01019
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,INE947A01014
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,INE044A01036
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,INE805D01034
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,INE424H01027
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,INE712B01010
SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,INE662A01027
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,INE399C01030
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,INE822E01011
SUPREMEENG,Supreme Engineering Limited,BZ,04-DEC-2020,INE319Z01021
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,INE550H01011
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,INE07RO01027
SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023,INE843S01025
SURAJLTD,Suraj Limited,EQ,29-AUG-2024,INE713C01016
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024,INE877V01027
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,INE130B01031
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,INE713B01026
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,INE335A01020
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,INE428Q01011
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,INE645H01027
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,INE495B01038
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,INE018401013
SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024,INE442P01014
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,INE040H01021
SVLL,Shree Vasu Logistics Limited,EQ,21-APR-2023,INE00CE01017
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE,14-JUL-2021,INE308E01029
SWANCORP,SWAN CORP LIMITED,EQ,29-MAY-2012,INE665A01038
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,INE277A01016
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,INE409B01013
SWIGGY,Swiggy Limited,EQ,13-NOV-2024,INE00H001014
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,INE00M201021
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,INE225D01027
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,INE312C01025
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,INE398R01022
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,INE0DYJ01015
SYSTMTXC,Systematix Corporate Services Limited,EQ,06-OCT-2025,INE356B01024
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,INE586B01026
TAKE,Take Solutions Limited,BE,27-AUG-2007,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,INE187D01029
TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,INE483C01032
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024,INE555Z01020
TARAPUR,Tarapur Transformers Limited,EQ,18-MAY-2010,INE747K01017
TARC,TARC Limited,EQ,18-DEC-2020,INE0EK901012
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,INE763I01026
TARMAT,Tarmat Limited,EQ,09-JUL-2007,INE924H01018
TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,INE144Z01023
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,INE488B01017
TATACAP,Tata Capital Limited,EQ,13-OCT-2025,INE976I01016
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,INE092A01019
TATACOMM,Tata Communications Limited,EQ,12-APR-1995,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,INE192A01025
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,INE670A01012
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,INE672A01026
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,INE245A01021
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,INE081A01020
TATATECH,Tata Technologies Limited,EQ,30-NOV-2023,INE142M01025
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,INE0GK401011
TBOTEK,TBO Tek Limited,EQ,15-MAY-2024,INE673O01025
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,INE760L01018
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,INE688A01022
TCIEXP,TCI Express Limited,EQ,15-DEC-2016,INE586V01016
TCIFINANCE,TCI Finance Limited,BE,21-MAY-1997,INE911B01018
TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,INE822C01015
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,INE467B01029
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,INE419M01027
TEAMGTY,Team India Guaranty Limited,EQ,11-JUN-2002,INE289C01025
TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,INE985S01024
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,INE669C01036
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,INE285K01026
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,06-DEC-1995,INE014B01011
TEGA,Tega Industries Limited,EQ,13-DEC-2021,INE011K01018
TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,INE010J01012
TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,INE869Y01010
TENNIND,Tenneco Clean Air India Limited,EQ,19-NOV-2025,INE19RI01016
TERASOFT,Tera Software Limited,EQ,29-DEC-2016,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,INE621L01012
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,INE305A01023
TFL,Transwarranty Finance Limited,EQ,26-FEB-2007,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,INE797H01018
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,INE085J01014
THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,INE924D01017
THEJO,Thejo Engineering Limited,EQ,10-OCT-2023,INE121N01019
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-JUN-2025,INE0AQ201015
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,INE083B01024
THERMAX,Thermax Limited,EQ,30-AUG-1995,INE152A01029
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,EQ,30-JAN-2012,INE480M01011
THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,INE594H01019
TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,INE133E01013
TICL,Twamev Construction and Infrastructure Limited,BE,16-OCT-2023,INE388G01026
TIGERLOGS,Tiger Logistics (India) Limited,EQ,18-SEP-2025,INE906O01029
TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,INE545H01011
TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,INE974X01010
TIJARIA,Tijaria Polypipes Limited,BE,14-OCT-2011,INE440L01017
TIL,TIL Limited,EQ,27-SEP-1995,INE806C01018
TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,INE508G01029
TIMKEN,Timken India Limited,EQ,06-FEB-2007,INE325A01013
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-APR-2025,INE015C01016
TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,INE0LQS01015
TIPSMUSIC,Tips Music Limited,EQ,10-NOV-2000,INE716B01029
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,INE338A01024
TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,INE319Y01024
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,INE615H01020
TITAN,Titan Company Limited,EQ,24-SEP-2004,INE280A01028
TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,INE668A01016
TMCV,Tata Motors Limited,EQ,12-NOV-2025,INE1TAE01010
TMPV,Tata Motors Passenger Vehicles Limited,EQ,22-JUL-1998,INE155A01022
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,EQ,04-FEB-2003,INE141D01018
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,INE932C01012
TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024,INE0RWQ01014
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,INE685A01028
TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,INE813H01021
TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,INE336X01012
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,INE486Y01013
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009,INE065J01024
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,INE413G01022
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,INE0HMF01019
TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024,INE454P01035
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-MAR-1995,INE757B01015
TRAVELFOOD,Travel Food Services Limited,EQ,14-JUL-2025,INE103V01028
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,INE040M01013
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,INE00CA01015
TREL,Transindia Real Estate Limited,EQ,10-AUG-2023,INE0O3901029
TRENT,Trent Limited,EQ,07-JUN-2004,INE849A01020
TRF,TRF Limited,EQ,26-MAR-2010,INE391D01019
TRIDENT,Trident Limited,EQ,21-FEB-2001,INE064C01022
TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,INE948A01012
TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,INE256C01024
TRU,TruCap Finance Limited,EQ,20-JUN-2023,INE615R01029
TRUALT,TruAlt Bioenergy Limited,EQ,03-OCT-2025,INE0MWH01014
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-MAR-2018,INE202Z01029
TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,INE910C01018
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,INE690A01028
TTL,T T Limited,EQ,22-FEB-2007,INE592B01024
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,INE517B01013
TVSELECT,TVS Electronics Limited,BE,26-DEC-2003,INE236G01019
TVSHLTD,TVS Holdings Limited,EQ,23-OCT-2012,INE105A01035
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,INE494B01023
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,INE395N01027
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,INE421C01016
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,INE038F01029
TVVISION,TV Vision Limited,BE,15-SEP-2016,INE871L01013
UBL,United Breweries Limited,EQ,28-JUL-2008,INE686F01025
UCAL,UCAL LIMITED,EQ,13-SEP-1995,INE139B01016
UCOBANK,UCO Bank,EQ,09-OCT-2003,INE691A01018
UDS,Updater Services Limited,EQ,04-OCT-2023,INE851I01011
UEL,Ujaas Energy Limited,EQ,16-APR-2024,INE899L01030
UFBL,United Foodbrands Limited,EQ,07-APR-2021,INE382M01027
UFLEX,UFLEX Limited,EQ,23-AUG-1995,INE516A01017
